name,operatingTime,popularity,releases,cbo,dit,lcom_as,loc
android-volley,9,4330,0,1,446,0,11688639
BottomNavigation,6,4327,16,1,446,0,11692577
ribbon,9,4319,41,1,446,0,11731654
thumbnailator,7,4317,0,1,446,0,11763104
crawler4j,11,4316,3,1,446,0,11771987
HMCL,7,4313,181,1,446,0,11869938
GT,6,4306,3,1,446,0,11970560
leet-code,7,4301,0,1,446,0,11974416
BGARefreshLayout-Android,7,4297,4,1,446,0,11984680
reactor-core,7,4281,124,1,446,0,12298371
coursera-android,8,4281,0,1,446,0,12329571
rocketmq-externals,5,4276,0,1,446,0,12347573
ticker,6,4276,9,1,446,0,12350505
ignite,7,4271,0,2,446,0,14523539
web3j,6,4266,98,1,446,0,14588764
reflections,9,4258,3,1,446,0,14597127
ImagePicker,6,4253,5,1,446,0,14603695
Recaf,5,4242,168,1,446,0,14603695
Android-IMSI-Catcher-Detector,9,4242,48,1,446,0,14625045
YCSB,12,4235,55,1,446,0,14666751
linuxdeploy,10,4233,37,1,446,0,14671922
Robust,5,4231,13,1,446,0,14677472
xpay,5,4216,0,1,446,0,14680246
DeepLinkDispatch,7,4215,22,1,446,0,14680246
libsvm,9,4204,0,1,446,0,14680246
pinot,8,4201,16,1,446,0,15274839
android-autofittextview,11,4198,1,1,446,0,15275724
DKVideoPlayer,5,4184,32,1,446,0,15309667
tx-lcn,5,4168,14,1,446,0,15324430
ShineButton,6,4161,2,1,446,0,15326402
JKeyboardPanelSwitch,7,4157,14,1,446,0,15329545
datax-web,3,4149,5,1,446,0,15355526
CoordinatorTabLayout,5,4142,0,1,446,0,15356403
SpringBoot-Shiro-Vue,5,4137,0,1,446,0,15357582
Conversations,8,4128,109,1,446,0,15485212
JSON-java,12,4128,15,1,446,0,15505026
azkaban,10,4128,48,1,446,0,15666092
AndroidWiFiADB,7,4122,8,1,446,0,15668143
BGABanner-Android,8,4120,0,1,446,0,15672078
java-algorithms-implementation,9,4114,0,1,446,0,15724853
dddsample-core,7,4107,0,1,446,0,15732802
mybatis,8,4104,0,1,446,0,15804431
StepView,6,4103,13,1,446,0,15806099
objectbox-java,5,4091,33,1,446,0,15845095
CircleIndicator,8,4086,7,1,446,0,15847958
OpenHub,5,4086,31,1,446,0,15892644
bisq,8,4085,126,1,446,0,16203148
Tangram-Android,5,4085,38,1,446,0,16247005
easy-rules,9,4070,10,1,446,0,16255822
vespa,6,4064,30,1,446,0,17407150
GCViewer,11,4063,5,1,446,0,17443745
jodd,10,3915,37,1,446,0,17493493
runelite,6,3900,0,1,446,0,17795581
hmily,5,3898,0,1,446,0,17843422
BigImageViewer,6,3891,0,1,446,0,17848074
powermock,8,3889,16,1,446,0,17907669
greys-anatomy,10,3883,0,1,446,0,17927642
frontend-maven-plugin,9,3883,0,1,446,0,17933067
hawk,7,3880,22,1,446,0,17934614
incubator-seatunnel,5,3876,37,1,446,0,18004871
ahbottomnavigation,6,3865,14,1,446,0,18009305
react-native-webrtc,7,4025,44,1,446,0,18015369
java-learning,6,4025,0,1,446,0,18034646
IJPay,5,4025,24,1,446,0,18055294
Bolts-Android,8,4009,11,1,446,0,18065076
FloatWindow,5,4000,9,1,446,0,18067700
kafdrop,3,3993,44,1,446,0,18074275
pmd,10,3990,79,1,446,0,18308155
XUI,3,3978,21,1,446,0,18471445
BadgeView,5,3975,5,1,446,0,18474644
ExpandableTextView,8,3969,4,1,446,0,18475560
RxJavaSamples,6,3966,3,1,446,0,18477375
TwinklingRefreshLayout,6,3955,0,1,446,0,18488602
CC,5,3949,0,1,446,0,18496623
Gadgetbridge,7,3947,0,1,446,0,18716699
querydsl,11,3947,34,1,446,0,18896219
AndroidTutorialForBeginners,6,3941,0,1,446,0,18903003
jstorm,9,3939,22,2,446,0,19372631
XCL-Charts,8,3937,0,1,446,0,19417634
JSqlParser,11,3934,29,1,446,0,19479018
javacpp,8,3933,8,1,446,0,19528969
pig,3,3924,22,1,446,0,19561435
epic,5,3924,5,1,446,0,19571026
lwjgl3,10,3919,16,1,446,0,20853790
Aegis,6,3919,45,2,446,0,20884405
armeria,7,3916,205,2,446,0,21280205
android-iconify,9,3915,0,2,446,0,21281845
jodd,10,3915,37,2,446,0,21331593
shiro,13,3907,0,2,446,0,21391924
runelite,6,3900,0,2,446,0,21694012
hmily,5,3898,0,2,446,0,21741853
BigImageViewer,6,3891,0,3,4,0,4652
powermock,8,3889,16,2,7,0,64247
greys-anatomy,10,3883,0,1,7,0,84220
frontend-maven-plugin,9,3883,0,1,7,0,89645
hawk,7,3880,22,1,7,0,91192
incubator-seatunnel,5,3876,37,2,7,0,161449
ahbottomnavigation,6,3865,14,1,7,0,165883
Conductor,6,3856,19,1,7,0,178052
JustTrustMe,8,3841,1,1,7,0,179068
picocli,5,3840,78,2,76,0,325579
mockserver,9,3835,0,2,76,0,448486
spring-authorization-server,2,3834,14,2,76,0,490191
graphhopper,10,3814,38,2,76,0,640047
failsafe,7,3809,0,2,76,0,658854
malmo,6,3807,21,2,76,0,691896
roboguice,10,3805,0,2,76,0,818163
concurrent,4,3803,0,2,76,0,818163
MaterialSearchView,7,3801,6,2,76,0,820672
learning-spark,8,3790,0,2,76,0,824700
ForestBlog,5,3788,0,2,76,0,829182
SmartCropper,5,3782,13,2,76,0,831094
RichText,7,3775,0,2,76,0,840014
traccar,10,3741,39,2,76,0,954687
microservices-platform,3,3741,27,2,76,0,977673
sticky-headers-recyclerview,8,3740,0,2,76,0,979141
java-faker,11,3736,0,2,76,0,991779
CircleProgress,8,3732,0,2,76,0,994404
jitsi,9,3722,7,2,103,0,1355194
GuideView,6,3720,0,2,103,0,1357419
spruce-android,5,3717,3,2,103,0,1357419
NoHttp,7,3715,0,2,103,0,1372954
sodium-fabric,2,3712,14,2,103,0,1398809
tiny-spring,8,3707,0,2,103,0,1401551
Launcher3,5,3707,22,2,103,0,1510496
usb-serial-for-android,9,3707,23,2,103,0,1521576
PowerJob,2,3706,34,2,103,0,1550347
open-location-code,8,3704,5,2,103,0,1554383
opengrok,9,3703,202,2,103,0,1678309
XXPermissions,4,3702,50,2,103,0,1684757
spring-cloud-gateway,6,3699,0,2,103,0,1724548
dragonwell8,3,3693,19,2,103,0,1724548
--,2,3681,0,2,103,0,1766935
spring-boot-starter,7,3676,23,2,103,0,1773424
SuperTextView,6,3675,39,2,103,0,1780793
ASimpleCache,9,3672,0,2,103,0,1784127
MarqueeView,6,3667,0,2,103,0,1785551
QLExpress,5,3658,1,2,103,0,1808707
dubbo-admin,4,3656,4,2,103,0,1826617
interviewGuide,6,3647,0,2,103,0,1826617
dynamic-datasource-spring-boot-starter,4,3646,9,2,103,0,1831263
javassist,9,3645,21,2,103,0,1986438
tech-weekly,4,3643,0,2,103,0,1988124
StylishMusicPlayer,6,3634,0,2,103,0,1998689
andOTP,5,3634,38,2,103,0,2014096
android-common,8,3625,0,2,103,0,2026343
XposedInstaller,10,3624,0,2,103,0,2041814
sofa-rpc,4,3614,48,2,103,0,2165731
incubator-heron,7,3610,56,2,103,0,2296425
emojicon,8,3610,2,2,103,0,2302000
jetcache,5,3589,59,2,103,0,2333482
ExplosionField,7,3585,0,2,103,0,2334083
atmosphere,12,3583,0,2,103,0,2409665
DataMiningAlgorithm,7,3582,0,2,103,0,2432210
blurkit-android,6,3580,3,2,103,0,2433137
DropDownMenu,7,3576,2,2,103,0,2434070
parceler,9,3576,0,2,103,0,2450711
ChatKit,5,3574,1,2,103,0,2458658
android-stackblur,9,3572,0,2,103,0,2460140
Store,6,3569,0,2,103,0,2478585
CustomActivityOnCrash,8,3569,12,2,103,0,2480191
xboot,4,3568,6,2,103,0,2499037
rejoiner,5,3555,3,2,103,0,2505374
micrometer,5,3553,161,2,103,0,2605466
XChange,10,3552,0,2,103,0,2904297
mpush,6,3551,9,2,103,0,2931344
flink-recommandSystem-demo,3,3545,0,2,103,0,2934676
retrolambda,9,3542,0,2,103,0,2943129
RecyclerViewPager,7,3542,10,2,103,0,2948071
floatingsearchview,7,3530,0,2,103,0,2955576
hudi,6,3521,18,2,103,0,3263681
SwipeMenuListView,8,3511,2,2,103,0,3266123
JimuReport,3,3509,4,2,103,0,3266282
ThreeTenABP,7,3504,0,2,103,0,3266497
Geyser,3,3504,0,2,103,0,3335535
bistoury,3,3504,8,2,103,0,3470807
MagicaSakura,6,3501,3,2,103,0,3480959
FlexibleAdapter,7,3496,30,2,103,0,3510109
Skeleton,5,3494,0,2,103,0,3511384
SwipeDelMenuLayout,6,3492,2,2,103,0,3513409
hackpad,7,3492,0,2,103,0,3678996
groupie,6,3462,28,2,103,0,3686147
Play-with-Algorithms,6,3459,0,2,103,0,3696441
openhab1-addons,9,3458,14,2,103,0,3696441
Ehviewer_CN_SXJ,2,3456,41,2,103,0,3785390
DSBridge-Android,5,3451,2,2,103,0,3788531
h2database,7,3448,18,2,103,0,4219061
databus,10,3447,0,2,103,0,4443316
strimzi-kafka-operator,6,3443,104,2,103,0,4652769
AppUpdate,5,3438,3,2,103,0,4658037
liquibase,11,3437,76,2,103,0,4828027
openhab1-addons,9,3458,14,2,103,0,4828027
Ehviewer_CN_SXJ,2,3456,41,2,103,0,4916976
DSBridge-Android,5,3451,2,2,103,0,4920117
h2database,7,3448,18,2,103,0,5350647
databus,10,3447,0,2,103,0,5574902
strimzi-kafka-operator,6,3443,104,2,103,0,5784355
AppUpdate,5,3438,3,2,103,0,5789623
liquibase,11,3437,76,2,103,0,5959613
giffun,3,3435,0,2,103,0,5999568
light-4j,6,3433,150,2,103,0,6100828
jetty.project,11,3431,52,2,103,0,6810288
BackgroundLibrary,4,3429,12,2,103,0,6824204
netty-learning,9,3418,0,2,103,0,6948356
android-butterknife-zelezny,9,3416,8,2,103,0,6951293
SSM,6,3412,10,2,103,0,6971941
android-priority-jobqueue,8,3411,0,2,103,0,6997482
maxwell,7,3404,192,2,103,0,7029747
Terasology,11,3402,69,2,103,0,7238911
Leetcode,6,3400,0,2,103,0,7414348
android-maps-utils,9,3393,25,2,103,0,7439006
undertow,10,3230,0,2,103,0,7716511
android-saripaar,10,3230,3,2,103,0,7725196
TelegramBots,6,3230,74,2,103,0,7752640
drag-sort-listview,10,3214,0,2,103,0,7759925
android-hidden-api,7,3209,1,2,103,0,7760757
Alink,4,3208,19,2,103,0,8446666
jvm-serializers,12,3206,0,2,103,0,8495462
boxing,5,3204,1,2,103,0,8506150
AndroidViewHover,8,3199,4,2,103,0,8507421
typedb,6,3197,86,2,103,0,8619767
ChipsLayoutManager,6,3193,11,2,103,0,8630765
GalleryFinal,7,3192,4,2,103,0,8645281
IDDD_Samples,9,3192,0,2,103,0,8698371
ffmpeg-android-java,8,3188,8,2,103,0,8700846
afinal,10,3179,0,2,103,0,8713808
AndServer,6,3178,0,2,103,0,8735877
jfinal,10,3168,0,2,103,0,8795636
NullAway,5,3168,0,2,103,0,8824878
TextDrawable,8,3168,0,2,103,0,8826191
network-connection-class,7,3167,2,2,103,0,8827303
DDComponentForAndroid,5,3317,4,2,103,0,8829972
nifi,8,3313,0,2,103,0,10125889
ScalingLayout,5,3313,4,2,103,0,10127074
actor-platform,7,3308,97,2,103,0,10377447
Linkage-RecyclerView,3,3306,0,2,103,0,10381595
99-problems,7,3305,0,2,103,0,10385405
novel,3,3296,9,2,103,0,10392548
aviatorscript,11,3292,48,2,103,0,10461741
small-spring,1,3289,0,2,103,0,10479333
library,3,3288,0,2,103,0,10482194
VideoPlayerManager,7,3124,0,2,103,0,10489984
PojavLauncher,2,3120,123,2,103,0,10555846
pixel-dungeon,8,3119,0,2,103,0,10624695
librec,8,3117,3,2,103,0,10681927
citypicker,6,3117,4,2,103,0,10693815
android-adDialog,6,3116,0,2,103,0,10696735
red5-server,9,3116,65,2,103,0,10810810
Highlight,7,3113,0,2,103,0,10812541
Cockroach,5,3110,1,2,103,0,10815431
requery,7,3106,43,2,103,0,10859592
Highlight,7,3113,0,2,103,0,10861323
Cockroach,5,3110,1,2,103,0,10864213
requery,7,3106,43,2,103,0,10908374
ripme,5,3101,126,2,103,0,10946144
Java8InAction,9,3078,0,2,103,0,10952359
RecyclerViewItemAnimators,8,3062,0,2,103,0,10956256
CityPicker,6,3055,2,2,103,0,10958611
RxEasyHttp,5,3053,0,2,103,0,10980002
JCTools,9,3051,16,2,103,0,11041420
android,6,3051,193,2,103,0,11149035
drag-sort-listview,10,3214,0,2,103,0,11156320
android-hidden-api,7,3209,1,2,103,0,11157152
Alink,4,3208,19,2,103,0,11843061
jvm-serializers,12,3206,0,2,103,0,11891857
boxing,5,3204,1,2,103,0,11902545
AndroidViewHover,8,3199,4,2,103,0,11903816
typedb,6,3197,86,2,103,0,12016162
UETool,4,3194,10,2,103,0,12023058
ChipsLayoutManager,6,3193,11,2,103,0,12034056
GalleryFinal,7,3192,4,2,103,0,12048572
IDDD_Samples,9,3192,0,2,103,0,12101662
ffmpeg-android-java,8,3188,8,2,103,0,12104137
ActionBar-PullToRefresh,9,3181,0,2,103,0,12110448
afinal,10,3179,0,2,103,0,12123410
AndServer,6,3178,0,2,103,0,12145479
jfinal,10,3168,0,2,103,0,12205238
GsonFormat,8,3168,4,2,103,0,12216058
NullAway,5,3168,0,2,103,0,12245300
TextDrawable,8,3168,0,2,103,0,12246613
network-connection-class,7,3167,2,2,103,0,12247725
cobar,8,3161,1,2,103,0,12366983
wgcloud,3,3157,12,2,103,0,12378448
jmonkeyengine,8,3155,48,2,103,0,12729647
RxAndroidBle,6,3154,53,2,103,0,12755720
JavaEETest,6,3153,0,2,103,0,12759657
react-native-share,7,3152,91,2,103,0,12762769
immutables,9,3150,8,2,103,0,12871770
BubbleSeekBar,6,3148,12,2,103,0,12875440
igniter,4,3148,33,2,103,0,12886668
jetlinks-community,2,3146,15,2,103,0,12926492
Android-BluetoothKit,7,3146,0,2,3,0,15024
StickerCamera,7,3145,0,2,29,0,41082
MifareClassicTool,9,3140,2,1,29,0,53841
AndEngine,11,3140,0,1,29,0,114694
spring-cloud-kubernetes,6,3138,0,1,29,0,152476
animate,7,3136,0,1,29,0,155450
java-tron,5,3135,68,2,64,0.25,576532
native-navigation,6,3133,0,2,64,0.25,584855
awaitility,12,3127,0,2,64,0.16441441,594532
jvm-tools,10,3124,0,2,64,0,650012
dexcount-gradle-plugin,7,2980,20,2,64,0,655918
SlidingRootNav,5,2979,1,2,64,0,657592
robospice,10,2979,1,2,64,0,685164
sofa-jraft,3,2974,24,2,64,0,685164
allure2,6,2972,53,2,64,0,685164
brigadier,8,2968,3,2,64,0,685164
Nuwa,7,2967,0,2,64,0,685164
initializr,9,2958,12,2,64,0,685164
DeepLearning,9,2955,0,2,64,0,685164
light-task-scheduler,8,2954,29,2,64,0,685164
requery,7,3106,43,2,64,0,729325
ripme,5,3101,126,2,64,0,767095
Java8InAction,9,3078,0,2,64,0,773310
RecyclerViewItemAnimators,8,3062,0,2,64,0,777207
CityPicker,6,3055,2,2,64,0,779562
RxEasyHttp,5,3053,0,2,64,0,800953
JCTools,9,3051,16,2,64,0,862371
android,6,3051,193,2,64,0,969986
sofa-jarslink,4,3048,2,2,64,0,971765
QR-Code-generator,6,3047,3,2,64,0,975269
PRDownloader,5,3045,5,2,64,0,984191
yanxuan-weex-demo,5,3044,0,2,64,0,1001265
flink-cdc-connectors,2,3043,10,2,64,0,1057663
ShapeOfView,4,3039,0,2,64,0,1061527
Crouton,10,3038,8,2,64,0,1064077
leetcode,5,3036,0,2,64,0,1100211
ViewpagerTransition,6,3035,1,2,64,0,1101228
migration,2,3033,0,2,64,0,1101406
MarsDaemon,7,3033,0,2,64,0,1103236
android-viewbadger,11,3029,0,2,64,0,1104238
lombok-intellij-plugin,9,3027,116,2,64,0,1167430
TableView,5,3014,12,2,64,0,1177022
android-process-button,8,3013,1,2,64,0,1178645
DraggablePanel,8,3002,10,2,64,0,1182366
tablesaw,6,2999,79,2,64,0,1270133
Carbon,7,2998,2,2,64,0,1341747
LikeButton,7,2997,14,2,64,0,1343177
react-native-fbsdk,7,2996,22,2,64,0,1345456
yuicompressor,14,2986,1,2,64,0,1357482
MultiImageSelector,7,2985,2,2,64,0,1360047
booksource,6,2985,0,2,64,0,1369062
android-mvp-mvvm-flytour,4,2984,11,2,64,0,1398834
bitcoin-wallet,10,2980,18,2,64,0,1430126
dexcount-gradle-plugin,7,2980,20,2,64,0,1436032
SlidingRootNav,5,2979,1,2,64,0,1437706
robospice,10,2979,1,2,64,0,1465278
sofa-jraft,3,2974,24,2,64,0,1700523
allure2,6,2972,53,2,64,0,1713642
brigadier,8,2968,3,2,64,0,1721286
Nuwa,7,2967,0,2,64,0,1721526
initializr,9,2958,12,2,64,0,1771086
DeepLearning,9,2955,0,2,64,0,1773159
light-task-scheduler,8,2954,29,2,64,0,1857779
AndroidChromium,6,2954,2,2,64,0,2108766
IoT-Technical-Guide,3,2948,0,2,64,0,2118078
openj9,5,2947,33,2,64,0,3205609
jwt-spring-security-demo,6,2936,3,1,64,0,3206556
cropper,9,2930,0,1,64,0,3208428
WebCollector,8,2928,0,1,64,0,3217007
ipscan,11,2927,28,1,64,0,3239081
logging-log4j2,9,2926,0,1,64,0,3535158
blog_demos,5,2925,0,1,64,0,3627292
BannerViewPager,5,2919,51,1,64,0,3633155
GDA-android-reversing-Tool,5,2913,32,1,64,0,3634183
android,8,2909,33,1,64,0,3674062
android-vision,7,2909,0,1,64,0,3684152
AndroidTreeView,7,2904,0,1,64,0,3688183
java-developer-roadmap,3,2903,0,1,64,0,3688191
jersey,10,2902,30,1,64,0,4112499
Ant-Media-Server,5,2898,40,1,64,0,4256965
Sunshine-Version-2,7,2897,0,1,64,0,4260068
RealtimeBlurView,6,2896,0,1,64,0,4261295
android-pathview,7,2895,2,1,64,0,4262603
CountdownView,7,2889,3,1,64,0,4270268
FadingActionBar,9,2887,0,1,64,0,4272470
camunda-bpm-platform,9,2886,0,1,64,0,5258911
BlurView,6,2886,25,1,64,0,5260038
WePush,5,2869,50,1,64,0,5298588
Packages,7,2869,0,1,64,0,5299031
NekoX,2,2864,185,1,1410,0,6840608
FlyRefresh,7,2864,2,1,1410,0,6843757
QNotified,3,2863,28,1,1410,0,6910632
geoserver,11,2859,15,1,1410,0,8071666
PlayerBase,5,2859,18,1,1410,0,8093879
AndroidTVLauncher,6,2859,3,1,1410,0,8095891
IntelliJ-Key-Promoter-X,5,2857,21,1,1410,0,8097834
poi-tl,7,2856,12,1,1410,0,8137385
spotless,7,2856,0,1,1410,0,8182281
AndroidResideMenu,9,2854,7,1,1410,0,8183559
RxJava2Examples,5,2854,0,1,1410,0,8190135
Bastillion,9,2854,17,1,1410,0,8199947
anthelion,7,2853,0,1,1410,0,8264540
Android-Material-Examples,8,2852,0,1,1410,0,8265968
AarogyaSetu_Android,2,2851,0,1,1410,0,8272993
AxonFramework,11,2849,98,1,1410,0,8459895
AdapterDelegates,7,2848,18,1,1410,0,8464358
android-flip,10,2847,0,1,1410,0,8470961
google-services,7,2847,0,1,1410,0,8472913
blueocean-plugin,6,2845,37,1,1410,0,8545038
FastDev4Android,7,2843,4,1,1410,0,8577113
serve,3,2841,13,1,1410,0,8601431
XhsEmoticonsKeyboard,7,2839,7,1,1410,0,8611790
PhotoPicker,7,2836,13,1,1410,0,8616836
curator,8,2836,0,1,1410,0,8706327
spotbugs,6,2835,56,1,1410,0,9049665
CommonDevKnowledge,5,2835,0,1,1410,0,9051363
elasticsearch-jdbc,10,2834,19,1,1410,0,9066936
Android-Skin-Loader,7,2832,0,1,1410,0,9073423
ByteTCC,6,2831,17,1,1410,0,9102114
ReLinker,7,2829,12,1,1410,0,9104351
RxGalleryFinal,6,2824,1,1,1410,0,9119539
ActivityRouter,6,2820,3,1,1410,0,9121184
StickyHeaderListView,6,2819,0,1,1410,0,9125384
My-Blog,3,2817,0,1,1410,0,9130070
android-mvvm-architecture,5,2815,0,1,1410,0,9135465
android-percent-support-lib-sample,7,2815,2,1,1410,0,9135997
android-Camera2Basic,8,2813,0,1,1410,0,9137446
shopizer,10,2813,17,1,1410,0,9236806
android-pdfview,10,2809,0,1,1410,0,9241935
ice,9,2806,3,1,1410,0,9251242
